Role Adoption,Demographic Priming,gender,race,prompt_version,model,task,% English,% Non-\nEnglish,is Hispanic
Third Person,Name,F,Black,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Black,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Black,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Black,v2,Llama-3.3-70B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Third Person,Name,F,Black,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Black,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Black,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Black,v2,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,F,Black,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Black,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Black,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Hispanic,v1,Llama-3.1-8B-Instruct,Bio,0.99,0.010000000000000009,Hispanic
Third Person,Name,F,Hispanic,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v1,OLMo-2-1124-7B-Instruct,Bio,0.98,0.020000000000000018,Hispanic
Third Person,Name,F,Hispanic,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v1,gemma-3-27b-it,Bio,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v1,gemma-3-27b-it,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,Llama-3.3-70B-Instruct,Bio,0.99,0.010000000000000009,Hispanic
Third Person,Name,F,Hispanic,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,gemma-3-27b-it,Bio,1.0,0.0,Hispanic
Third Person,Name,F,Hispanic,v2,gemma-3-27b-it,SD,1.0,0.0,Hispanic
Third Person,Name,F,Middle-Eastern,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,SD,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,Llama-3.3-70B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,Middle-Eastern,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v2,Llama-3.1-8B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,F,White,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v2,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,F,White,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,F,White,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Non-Hispanic
Third Person,Name,M,Asian,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,OLMo-2-1124-7B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Third Person,Name,M,Asian,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Asian,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v1,OLMo-2-0325-32B-Instruct,SD,0.97,0.030000000000000027,Non-Hispanic
Third Person,Name,M,Black,v1,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,M,Black,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v2,Llama-3.3-70B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,M,Black,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v2,OLMo-2-0325-32B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,M,Black,v2,OLMo-2-0325-32B-Instruct,SD,0.98,0.020000000000000018,Non-Hispanic
Third Person,Name,M,Black,v2,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Non-Hispanic
Third Person,Name,M,Black,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Black,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Hispanic,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,gemma-3-27b-it,Bio,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v1,gemma-3-27b-it,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v2,Llama-3.1-8B-Instruct,Bio,0.97,0.030000000000000027,Hispanic
Third Person,Name,M,Hispanic,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v2,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Hispanic
Third Person,Name,M,Hispanic,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v2,gemma-3-27b-it,Bio,1.0,0.0,Hispanic
Third Person,Name,M,Hispanic,v2,gemma-3-27b-it,SD,1.0,0.0,Hispanic
Third Person,Name,M,Middle-Eastern,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,SD,0.95,0.050000000000000044,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,Llama-3.3-70B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,SD,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,Middle-Eastern,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,OLMo-2-1124-7B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,M,White,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v2,Llama-3.1-8B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,M,White,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v2,OLMo-2-1124-7B-Instruct,Bio,0.96,0.040000000000000036,Non-Hispanic
Third Person,Name,M,White,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,M,White,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v1,OLMo-2-1124-7B-Instruct,Bio,0.97,0.030000000000000027,Non-Hispanic
Third Person,Name,N,Asian,v1,OLMo-2-1124-7B-Instruct,SD,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,N,Asian,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,OLMo-2-1124-7B-Instruct,Bio,0.96,0.040000000000000036,Non-Hispanic
Third Person,Name,N,Asian,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Asian,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v1,Llama-3.3-70B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,N,Black,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v1,OLMo-2-0325-32B-Instruct,SD,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,N,Black,v1,OLMo-2-1124-7B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Third Person,Name,N,Black,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v2,Llama-3.3-70B-Instruct,Bio,0.98,0.020000000000000018,Non-Hispanic
Third Person,Name,N,Black,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v2,OLMo-2-1124-7B-Instruct,Bio,0.91,0.08999999999999997,Non-Hispanic
Third Person,Name,N,Black,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Black,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Hispanic,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v1,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v1,OLMo-2-1124-7B-Instruct,Bio,0.92,0.07999999999999996,Hispanic
Third Person,Name,N,Hispanic,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v1,gemma-3-27b-it,Bio,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v1,gemma-3-27b-it,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,OLMo-2-1124-7B-Instruct,Bio,0.83,0.17000000000000004,Hispanic
Third Person,Name,N,Hispanic,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,gemma-3-27b-it,Bio,1.0,0.0,Hispanic
Third Person,Name,N,Hispanic,v2,gemma-3-27b-it,SD,1.0,0.0,Hispanic
Third Person,Name,N,Middle-Eastern,v1,Llama-3.1-8B-Instruct,Bio,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,OLMo-2-0325-32B-Instruct,SD,0.99,0.010000000000000009,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v1,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,OLMo-2-0325-32B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,Bio,0.95,0.050000000000000044,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,OLMo-2-1124-7B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,gemma-3-27b-it,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,Middle-Eastern,v2,gemma-3-27b-it,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,White,v1,Llama-3.1-8B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,White,v1,Llama-3.1-8B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,White,v1,Llama-3.3-70B-Instruct,Bio,1.0,0.0,Non-Hispanic
Third Person,Name,N,White,v1,Llama-3.3-70B-Instruct,SD,1.0,0.0,Non-Hispanic
Third Person,Name,N,White,v1,OLMo-2-0325-32B-Instruct,Bio,1.0,0.0,Non-Hispanic
